Address,Town,DOR_Code,Total_Area,Year_Built,Remodel_Year,Quality,Condition,Architecture,Bedrooms,Bathrooms,Total_Rooms,Foundation,Garage_Stalls,Land_Value,Improvements_Value,Permanent_Crop_Value,Total_Value,Total_Acres,Data_Link,,,
2525 NW WALINGFORD CT,PULLMAN,11 - Residential - Single Family,1350,1994,,3.5 - Average/Good,3.0 - Average,Conventional,5,3,,Concrete,3,98061,303772,0,401833,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=918124&parcelNumber=115530005040000&typeID=1,,,
1610 NW NICOLE CT,PULLMAN,64 - Services - Repair,7424,1928,,2.0 - Average,3.0 - Average,None,None,None,None,None,None,125000,276989,0,401989,0.28696,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=912074&parcelNumber=108150046100000&typeID=1,,,
18103 SR 23,ST JOHN,11 - Residential - Single Family,1500,1986,,3.0 - Average,3.0 - Average,&nbsp;,0,0,,&nbsp;,,81578,320433,0,402011,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=914129&parcelNumber=109800033010000&typeID=1,,,
1985 NW VENTURA CT,PULLMAN,11 - Residential - Single Family,1430,2004,,4.0 - Good,3.0 - Average,Conventional,5,2.5,,Concrete,2,75750,326275,0,402025,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=915813&parcelNumber=112090003120000&typeID=1,,,
C/O NEAL FARENBAUGH,KENNEWICK,39 - Commercial - Misc Commercial,14156,1976,,2.0 - Average,3.0 - Average,None,None,None,None,None,None,143750,258292,0,402042,6,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=935852&parcelNumber=200004514033901&typeID=1,,,
1300 NW ORION DR,PULLMAN,11 - Residential - Single Family,1534,1961,,3.0 - Average,3.0 - Average,Conventional,4,2,11,Concrete,2,94920,307193,0,402113,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=914688&parcelNumber=110709903030000&typeID=1,,,
1975 NW VENTURA CT,PULLMAN,11 - Residential - Single Family,1518,2004,,4.0 - Good,3.0 - Average,Conventional,3,2.5,,Concrete,2,60615,341522,0,402137,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=915814&parcelNumber=112090003130000&typeID=1,,,
17 CASHUP AVE,COLFAX,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,80500,321708,0,402208,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=922340&parcelNumber=142200032060000&typeID=1,,,
18103 SR 23,ST JOHN,12 - Residential - 2-4 Units,1975,1900,,2.0 - Fair,2.0 - Fair,None,None,None,None,None,None,71250,331007,0,402257,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=911817&parcelNumber=108150021010000&typeID=1,,,
200 SW ELM ST,PULLMAN,13 - Residential - Multiunits,2315,1909,,3.0 - Average,3.0 - Average,&nbsp;,7,7,,&nbsp;,,59970,342287,0,402257,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=916158&parcelNumber=112350008070000&typeID=1,,,
ATTN: JON ANDERSON,PORT TOWNSEND,17.2 - Fraternity,None,None,None,None,None,None,None,None,None,None,None,0,402281,0,402281,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=916228&parcelNumber=112350014070000&typeID=1,,,
ATTN: JON ANDERSON,PORT TOWNSEND,17.2 - Fraternity,14090,1969,,4.0 - Good,3.0 - Average,None,None,None,None,None,None,0,402281,0,402281,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=916229&parcelNumber=112350014080000&typeID=1,,,
102 EAGLE LANE,PULLMAN,11 - Residential - Single Family,2960,2005,,3.0 - Average,4.0 - Good,Conventional,3,2,,Concrete,,99475,303084,0,402559,5.5,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=936506&parcelNumber=200004515284903&typeID=1,,,
1710 NW EMILY CT,PULLMAN,11 - Residential - Single Family,2432,2012,,4.0 - Good,4.0 - Good,Contemporary,4,2.5,3,Concrete,2,63615,339031,0,402646,0.19472,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=915114&parcelNumber=111520000090000&typeID=1,,,
KENNETH & SHERRY,ROSALIA,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,45000,357717,0,402717,9,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=942391&parcelNumber=834254320100014&typeID=1,,,
DONNA CONLEY TRUSTEE,PULLMAN,11 - Residential - Single Family,1660,1977,,3.0 - Average,3.0 - Average,Conventional,3,2,6,Concrete,2,69938,332843,0,402781,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=914704&parcelNumber=110709906010000&typeID=1,,,
PO BOX 118,ST JOHN,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,5647,397210,0,402857,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=921992&parcelNumber=137404220280006&typeID=1,,,
515 SW SUNDANCE CT,PULLMAN,11 - Residential - Single Family,2446,2004,,4.0 - Good,4.0 - Good,Conventional,3,2.5,4,Concrete,3,79200,323695,0,402895,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=917168&parcelNumber=113470002190000&typeID=1,,,
,,99 - Undeveloped - Other,None,None,None,None,None,None,None,None,None,None,None,9324,393580,0,402904,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=911919&parcelNumber=108150033060000&typeID=1,,,
1415 NW ORION DR,PULLMAN,11 - Residential - Single Family,1285,1958,,3.0 - Average,3.0 - Average,Conventional,5,3,8,Concrete,1,69293,333628,0,402921,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=914683&parcelNumber=110709902080000&typeID=1,,,
402 HAYWARD ROAD,PULLMAN,11 - Residential - Single Family,1768,2014,,3.0 - Average,3.0 - Average,Conventional,4,2.5,,Concrete,2,72087,330850,0,402937,7.52,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=920688&parcelNumber=121700011040000&typeID=1,,,
1540 SW CASEY CT,PULLMAN,11 - Residential - Single Family,2615,2005,,4.5 - Good/Very Good,4.5 - Good/Very Good,Conventional,4,4,,Concrete,2,89340,313627,0,402967,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=913185&parcelNumber=109040001060000&typeID=1,,,
315 SE NEBRASKA,PULLMAN,11 - Residential - Single Family,1962,1963,,3.0 - Average,3.0 - Average,Conventional,4,3,,Concrete,2,63750,339450,0,403200,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=915839&parcelNumber=112109905050000&typeID=1,,,
740 SE MEADOW VALE DRIVE,PULLMAN,11 - Residential - Single Family,2410,1994,,3.0 - Average,3.0 - Average,Conventional,4,3,,Concrete,2,72900,330400,0,403300,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=915249&parcelNumber=111630000010000&typeID=1,,,
635 N BRIDGE ST,PALOUSE,72 - Recreational - Public assembly,4992,1956,,2.0 - Average,3.0 - Average,None,None,None,None,None,None,40000,363363,0,403363,0.4591,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=944467&parcelNumber=107250010040000&typeID=1,,,
3787 SWALLOWS NEST COURT,CLARKSTON,83 - Resource - Agriculture Current Use,1512,1993,,3.5 - Average/Good,3.0 - Average,Conventional,2,2,,Concrete,2,153360,250069,0,403429,127,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=938325&parcelNumber=200004612314900&typeID=1,,,
840 NE 195TH STREET,SHORELINE,39 - Commercial - Misc Commercial,None,None,None,None,None,None,None,None,None,None,None,230566,172914,0,403480,8.14,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=938709&parcelNumber=200004615323790&typeID=1,,,
72 OLSON ROAD,PALOUSE,83 - Resource - Agriculture Current Use,1501,1979,,3.0 - Average,3.0 - Average,Conventional,3,2,,Concrete,2,258720,145071,0,403791,153,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=936598&parcelNumber=200004516022900&typeID=1,,,
GRETCHEN KAUFMAN,PULLMAN,11 - Residential - Single Family,2849,2014,,3.5 - Average/Good,3.5 - Average/Good,Conventional,3,2,,Concrete,2,25001,378951,0,403952,3,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=933049&parcelNumber=200004415261902&typeID=1,,,
2105 NW ROBERT STREET,PULLMAN,11 - Residential - Single Family,1288,2006,,4.0 - Good,4.0 - Good,Conventional,3,2.5,,Concrete,2,74333,329629,0,403962,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=915506&parcelNumber=111980001120000&typeID=1,,,
15323 SE 48TH DRIVE,BHELLEVUE,11 - Residential - Single Family,1289,1992,,3.0 - Average,3.0 - Average,Conventional,3,2,,Concrete,2,76612,327438,0,404050,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=916896&parcelNumber=113300004070000&typeID=1,,,
1070 SW LATOUR PEAK ST,PULLMAN,11 - Residential - Single Family,1953,2007,,3.0 - Average,3.0 - Average,Conventional,5,3,3,Concrete,2,82320,321752,0,404072,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=917680&parcelNumber=114290006040000&typeID=1,,,
1550 SW CASEY CT,PULLMAN,11 - Residential - Single Family,2792,2005,,4.0 - Good,4.0 - Good,Conventional,4,3,,Concrete,2,86595,317648,0,404243,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=913184&parcelNumber=109040001050000&typeID=1,,,
1902 NW CANYON VIEW DR,PULLMAN,11 - Residential - Single Family,1917,1999,,3.0 - Average,3.0 - Average,Conventional,3,2,,Concrete,1,83130,321174,0,404304,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=915590&parcelNumber=112010001020000&typeID=1,,,
8108 MASSEY DR.,PASCO,11 - Residential - Single Family,2350,2006,,4.5 - Good/Very Good,4.5 - Good/Very Good,&nbsp;,4,2.5,,Concrete,,76110,328232,0,404342,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=915958&parcelNumber=112160003030000&typeID=1,,,
181 PLEASANT VIEW LN,PULLMAN,11 - Residential - Single Family,3242,2006,,3.0 - Average,3.0 - Average,Conventional,3,2,,Concrete,2,72381,332033,0,404414,3.59,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=936494&parcelNumber=200004515283294&typeID=1,,,
320 NW JOE STREET,PULLMAN,11 - Residential - Single Family,1440,1966,,3.5 - Average/Good,3.0 - Average,Conventional,4,2,,Concrete,1,67500,337158,0,404658,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=913760&parcelNumber=109450007010001&typeID=1,,,
1425 SW PANORAMA DR,PULLMAN,11 - Residential - Single Family,2170,2014,,3.0 - Average,3.5 - Average/Good,Contemporary,3,2.5,,Concrete,3,92865,311925,0,404790,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=942745&parcelNumber=114360002040000&typeID=1,,,
C/O BILL MYERS,COLFAX,83 - Resource - Agriculture Current Use,2544,1936,,3.0 - Average,3.0 - Average,Conventional,4,2,,Concrete,2,203220,201598,0,404818,155,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=928393&parcelNumber=200004217264900&typeID=1,,,
910 SE SUNNYMEAD WAY,PULLMAN,11 - Residential - Single Family,1986,1993,,3.0 - Average,3.0 - Average,Conventional,4,3,,Concrete,2,101250,303584,0,404834,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=915166&parcelNumber=111550000280000&typeID=1,,,
1611 SUNSHINE RD,PULLMAN,11 - Residential - Single Family,2280,2007,,3.0 - Average,3.0 - Average,Conventional,4,3,,Concrete,2,76521,328344,0,404865,5.58,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=935977&parcelNumber=200004514116694&typeID=1,,,
200 S GRAND AVE,PULLMAN,52 - Trade - Retail Trade,4926,1947,,2.0 - Average,2.0 - Fair,None,None,None,None,None,None,31500,373440,0,404940,0.07231,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=911710&parcelNumber=108150005090000&typeID=1,,,
802 JENKINS RD,COLFAX,83 - Resource - Agriculture Current Use,3160,2009,,3.0 - Average,3.5 - Average/Good,Conventional,3,3,,Concrete,3,69520,335500,0,405020,32,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=930079&parcelNumber=200004315312905&typeID=1,,,
325 NW TRUE STREET,PULLMAN,11 - Residential - Single Family,2468,1907,,4.0 - Good,3.0 - Average,Conventional,4,2,6,Post &amp; Pier,,37500,367706,0,405206,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=912681&parcelNumber=108500024070000&typeID=1,,,
302 MANNING RD,COLFAX,83 - Resource - Agriculture Current Use,3958,2023,,3.0 - Average,3.0 - Average,Conventional,6,3.5,,Concrete,,51660,353570,0,405230,77,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=930943&parcelNumber=200004317322800&typeID=1,,,
1101 KITZMILLER ROAD,PULLMAN,11 - Residential - Single Family,2658,2007,,3.0 - Average,3.0 - Average,Log Home,4,4,,Concrete,3,87699,317553,0,405252,10.93,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=936495&parcelNumber=200004515283601&typeID=1,,,
1210 NW ORION DRIVE,PULLMAN,11 - Residential - Single Family,1242,1954,,3.5 - Average/Good,3.0 - Average,Conventional,3,2,8,Concrete,2,105938,299501,0,405439,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=914687&parcelNumber=110709903020000&typeID=1,,,
540 SE CRESTVIEW ST,PULLMAN,11 - Residential - Single Family,1797,1965,,3.0 - Average,3.0 - Average,Conventional,3,2,,Concrete,2,93745,311755,0,405500,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=915393&parcelNumber=111850000030000&typeID=1,,,
BALASINGAM,PULLMAN,11 - Residential - Single Family,2762,1988,,4.0 - Good,4.0 - Good,Conventional,5,3,,Concrete,2,68475,337071,0,405546,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=916925&parcelNumber=113330007270000&typeID=1,,,
501 WAWAWAI RD,COLTON,83 - Resource - Agriculture Current Use,3360,2000,,2.5 - Average/Good,3.0 - Average,Conventional,6,3,,Concrete,,44280,361280,0,405560,20,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=935690&parcelNumber=200004513284890&typeID=1,,,
940 SE ROBIN PLACE,PULLMAN,11 - Residential - Single Family,1673,1974,,3.0 - Average,3.0 - Average,Conventional,4,3,,Concrete,2,87151,318449,0,405600,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=915181&parcelNumber=111550000430000&typeID=1,,,
1905 NE LANDIS PLACE,PULLMAN,11 - Residential - Single Family,1131,1954,,4.0 - Good,3.5 - Average/Good,Contemporary,3,2,7,Concrete,2,57375,348329,0,405704,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=914396&parcelNumber=110259906010000&typeID=1,,,
430 NW THOMAS STREET,PULLMAN,11 - Residential - Single Family,1340,2001,,4.0 - Good,4.0 - Good,Split Entry,3,2.5,,Concrete,2,67245,338607,0,405852,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=915512&parcelNumber=111980002030000&typeID=1,,,
585 SE QUAIL RIDGE DR,PULLMAN,11 - Residential - Single Family,2115,1994,,3.0 - Average,3.0 - Average,Conventional,3,2,6,Concrete,2,88905,317078,0,405983,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=917871&parcelNumber=115320002160000&typeID=1,,,
13053 ELM TREE DR APT 101,HERNDON,11 - Residential - Single Family,2072,2003,,4.0 - Good,3.0 - Average,Conventional,4,2.5,,Concrete,2,55125,350942,0,406067,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=915767&parcelNumber=112080001040000&typeID=1,,,
52 RON DRUFFEL RD,COLTON,83 - Resource - Agriculture Current Use,3229,2012,,3.0 - Average,3.0 - Average,&nbsp;,6,3.5,,Concrete,,49320,356752,0,406072,20,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=943627&parcelNumber=200004513143490&typeID=1,,,
1340 SE COUGAR CT,PULLMAN,81 - Resource - Agriculture,1312,2006,,4.0 - Good,4.0 - Good,Conventional,3,2,,Concrete,2,70860,335284,0,406144,21.54,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=929983&parcelNumber=200004315243790&typeID=1,,,
670 SW FOUNTAIN,PULLMAN,12 - Residential - 2-4 Units,2450,1917,,3.0 - Average,3.0 - Average,&nbsp;,4,2,,&nbsp;,,63200,342983,0,406183,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=916685&parcelNumber=112950035050000&typeID=1,,,
465 NW ORION,PULLMAN,12 - Residential - 2-4 Units,1203,1902,,3.0 - Average,3.0 - Average,&nbsp;,5,2,,&nbsp;,,43500,362683,0,406183,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=917563&parcelNumber=114100000450000&typeID=1,,,
1225 SW CAMPUS VIEW DR,PULLMAN,12 - Residential - 2-4 Units,1540,1950,,3.0 - Average,3.0 - Average,&nbsp;,3,3,,&nbsp;,,45400,360783,0,406183,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=917526&parcelNumber=114100000090002&typeID=1,,,
510 SE CRESTVIEW,PULLMAN,11 - Residential - Single Family,2204,1957,,3.0 - Average,3.0 - Average,Conventional,4,2,,Concrete,2,98919,307334,0,406253,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=915822&parcelNumber=112109902010000&typeID=1,,,
640 SW UMATILLA COURT,PULLMAN,11 - Residential - Single Family,2785,2021,,4.0 - Good,3.0 - Average,Conventional,4,2.5,,Concrete,3,69900,336388,0,406288,0.18015,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=944312&parcelNumber=112210001140000&typeID=1,,,
635 NW DARROW ST,PULLMAN,11 - Residential - Single Family,1696,2004,,3.0 - Average,3.0 - Average,Conventional,3,2,8,Concrete,1,71655,334826,0,406481,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=916794&parcelNumber=113150003180000&typeID=1,,,
280 NW BRANDON DR,PULLMAN,11 - Residential - Single Family,1632,1991,,3.0 - Average,3.0 - Average,Conventional,3,3.5,,Concrete,2,86625,319986,0,406611,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=917447&parcelNumber=113860003130000&typeID=1,,,
,,83 - Resource - Agriculture Current Use,None,None,None,None,None,None,None,None,None,None,None,384000,22660,0,406660,492,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=922652&parcelNumber=200003813149000&typeID=1,,,
535 NW JAYCEE COURT,PULLMAN,11 - Residential - Single Family,2324,2009,,4.0 - Good,4.0 - Good,Conventional,4,3,,Concrete,2,61905,344846,0,406751,0.18948,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=915113&parcelNumber=111520000080000&typeID=1,,,
C/O DANIEL W LANGDON,NORMANDY PARK,11 - Residential - Single Family,4564,2010,,3.5 - Average/Good,5.5 - VeryGood/Excel,None,None,None,None,None,None,36000,370800,0,406800,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=917015&parcelNumber=113390000100000&typeID=1,,,
C/0 NORM DRUFFEL,PULLMAN,83 - Resource - Agriculture Current Use,None,None,None,None,None,None,None,None,None,None,None,283320,123530,0,406850,155,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=936719&parcelNumber=200004516141900&typeID=1,,,
16200 DEER LAKE RD,DERWOOD,12 - Residential - 2-4 Units,5776,1960,,2.0 - Average,3.0 - Average,None,None,None,None,None,None,27370,379500,0,406870,0.08608,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=940397&parcelNumber=802000000000133&typeID=1,,,
2182 FILAN ROAD,COLFAX,11 - Residential - Single Family,3500,2014,,3.0 - Average,3.5 - Average/Good,Conventional,5,2.5,,Concrete,2,35790,371330,0,407120,17.293,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=930540&parcelNumber=200004316316900&typeID=1,,,
829 SE EDGE KNOLL DRIVE,PULLMAN,11 - Residential - Single Family,1535,1984,,3.0 - Average,3.0 - Average,Conventional,4,3,,Concrete,2,81675,325525,0,407200,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=915230&parcelNumber=111620000070000&typeID=1,,,
103 EAGLE LANE,PULLMAN,11 - Residential - Single Family,2131,2005,,3.0 - Average,3.0 - Average,Conventional,4,2,,Concrete,2,74244,333007,0,407251,4.4,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=936505&parcelNumber=200004515284902&typeID=1,,,
ALISON BECK,SPOKANE,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,19780,387529,0,407309,3.67,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=937681&parcelNumber=200004519182790&typeID=1,,,
339 MACBRAE DRIVE,CAMANO ISLAND,11 - Residential - Single Family,2640,1915,,3.0 - Average,3.0 - Average,&nbsp;,6,3,,&nbsp;,,78615,328720,0,407335,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=916108&parcelNumber=112350004010000&typeID=1,,,
1490 SW CENTER ST,PULLMAN,11 - Residential - Single Family,2874,2013,,3.0 - Average,3.5 - Average/Good,Conventional,5,3,,Concrete,3,88125,319356,0,407481,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=917803&parcelNumber=114330003010000&typeID=1,,,
6002 SR 270,PULLMAN,13 - Residential - Multiunits,1555,1895,,3.0 - Average,3.0 - Average,&nbsp;,5,2,,&nbsp;,,49500,358100,0,407600,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=916852&parcelNumber=113250000150000&typeID=1,,,
445 SW CRESTVIEW,PULLMAN,11 - Residential - Single Family,2454,1962,,3.0 - Average,3.0 - Average,Conventional,3,2.5,,Concrete,2,94875,312925,0,407800,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=915831&parcelNumber=112109903030000&typeID=1,,,
200 SW SANNA COURT,PULLMAN,11 - Residential - Single Family,2483,2007,,3.0 - Average,3.0 - Average,Conventional,4,2.5,,Concrete,550,75120,332740,0,407860,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=917597&parcelNumber=114260001140000&typeID=1,,,
